order_id,pharmacy_id,warehouse_id,order_date,payment_term,payment_method,discount_applied,order_status
O02146,PH0478,W011,29/03/2025,Net30,Chuyển khoản,0.15,Completed
O02147,PH0478,W012,2025-04-08,COD,Tiền mặt,0.0,Cancelled
O02148,PH0478,W001,2025-07-12,COD,Tiền mặt,0.0,Completed
O02149,PH0478,W019,2025-01-02,Net30,,0.0,Completed
O02150,PH0478,W002,03/05/2024,Net30,,0.0,Pending
O02151,PH0478,W024,06-14-2025,COD,Tiền mặt,0.0,
O02152,PH0478,W021,2025-08-09,COD,Tiền mặt,0.0,Cancelled
O02153,PH0478,W015,2025-03-03,Net30,Chuyển khoản,0.0,Completed
O02154,PH0478,W013,2025-11-05,Net30,Chuyển khoản,0.1,Completed
O02155,PH0479,W016,16/10/2024,Net30,Chuyển khoản,,
O02156,PH0479,W006,2025-06-14,Net60,Chuyển khoản,0.0,Pending
O02157,PH0480,W007,2024-11-02,Net30,Chuyển khoản,0.15,
O02158,PH0480,W005,2024-12-28,COD,Tiền mặt,0.2,Returned
O02159,PH0480,W012,2025-11-16,Net30,Chuyển khoản,0.0,Completed
O02160,PH0481,W023,16/05/2022,,Chuyển khoản,0.2,Returned
O02161,PH0481,W005,2022-03-25,COD,Tiền mặt,0.05,Completed
O02162,PH0481,W004,2023-11-12,Net30,Thẻ,,Completed
O02163,PH0481,W025,2024-07-01,COD,Tiền mặt,0.0,
O02164,PH0481,W012,2024-11-09,Net30,Chuyển khoản,0.0,Returned
O02165,PH0481,W017,2024-04-18,Net30,Chuyển khoản,0.2,Completed
O02166,PH0482,W016,2024-03-29,Net30,Chuyển khoản,0.15,
O02167,PH0483,W018,2024-11-29,COD,Tiền mặt,0.2,Completed
O02168,PH0483,W002,2025-12-19,COD,Tiền mặt,0.05,Completed
O02169,PH0483,W014,2024-04-01,COD,Tiền mặt,0.05,Completed
O02170,PH0483,W023,2025-06-07,Net30,Thẻ,0.0,Completed
O02171,PH0483,W007,2022-07-27,Net60,Chuyển khoản,0.0,Pending
O02172,PH0483,W016,2021-07-16,Net30,Chuyển khoản,0.1,Completed
O02173,PH0483,W025,2023-12-29,COD,Tiền mặt,0.05,
O02174,PH0484,W020,2024-01-18,,,0.15,Completed
O02175,PH0484,W004,2025-11-11,Net60,Thẻ,0.1,Completed
O02176,PH0484,W005,2023-08-08,Net30,Thẻ,0.0,Completed
O02177,PH0484,W014,2023-06-11,Net60,Chuyển khoản,0.0,Completed
O02178,PH0484,W016,11-08-2022,Net30,Chuyển khoản,0.0,Cancelled
O02179,PH0484,W017,2025-03-19,COD,Tiền mặt,,Completed
O02180,PH0484,W020,2023-01-29,Net30,Chuyển khoản,0.0,Completed
O02181,PH0487,W012,14/03/2025,Net30,Chuyển khoản,0.0,Completed
O02182,PH0487,W023,2025-05-15,COD,Tiền mặt,0.15,Completed
O02183,PH0488,W005,2024-06-01,Net30,Thẻ,0.1,Completed
O02184,PH0488,W010,04-05-2025,COD,,0.0,Completed
O02185,PH0488,W010,12-04-2025,Net60,Chuyển khoản,0.0,Completed
O02186,PH0488,W020,2024-04-23,Net30,Chuyển khoản,0.0,Completed
O02187,PH0488,W001,2024-01-25,Net60,Chuyển khoản,0.0,Pending
O02188,PH0488,W002,2024-11-16,Net60,Chuyển khoản,0.05,Completed
O02189,PH0489,W011,26/06/2025,COD,Tiền mặt,0.0,Completed
O02190,PH0489,W001,2022-08-08,Net30,Chuyển khoản,0.15,Completed
O02191,PH0490,W011,2023-08-23,COD,Tiền mặt,0.1,Completed
O02192,PH0491,W019,2023-03-08,Net60,Thẻ,0.0,Pending
O02193,PH0491,W010,2023-10-30,,Thẻ,0.0,Completed
O02194,PH0491,W006,2022-08-15,Net60,Chuyển khoản,0.2,
O02195,PH0491,W020,2025-09-05,Net30,Chuyển khoản,0.0,Completed
O02196,PH0492,W024,2025-08-10,Net30,Chuyển khoản,0.15,Completed
O02197,PH0492,W017,2025-08-06,Net60,Chuyển khoản,0.0,Cancelled
O02198,PH0492,W004,2025-04-02,Net30,Thẻ,0.1,
O02199,PH0492,W024,2025-06-29,COD,Tiền mặt,0.0,Cancelled
O02200,PH0492,W002,2024-11-25,COD,Tiền mặt,0.05,Completed
O02201,PH0493,W003,2024-10-15,Net30,Chuyển khoản,0.0,Completed
O02202,PH0493,W008,17/08/2023,COD,Tiền mặt,0.05,Completed
O02203,PH0493,W023,2025-10-08,COD,Tiền mặt,0.0,Completed
O02204,PH0493,W023,23/04/2023,COD,,0.2,Completed
O02205,PH0493,W017,2025-08-09,COD,,0.1,Completed
O02206,PH0493,W017,2023-05-16,COD,Tiền mặt,0.05,Completed
O02207,PH0494,W014,2024-09-11,COD,Tiền mặt,0.0,Completed
O02208,PH0494,W014,2024-03-27,COD,Tiền mặt,0.0,Cancelled
O02209,PH0494,W002,2024-09-02,COD,Tiền mặt,0.05,Completed
O02210,PH0495,W025,2025-04-23,Net30,Thẻ,0.0,Completed
O02211,PH0495,W022,2025-08-07,Net30,Chuyển khoản,0.1,
O02212,PH0495,W002,2024-01-12,Net30,Chuyển khoản,0.0,Pending
O02213,PH0495,W004,10-24-2025,COD,Tiền mặt,0.15,Completed
O02214,PH0495,W025,2024-06-30,Net30,Chuyển khoản,0.1,Completed
O02215,PH0495,W013,2024-06-23,COD,Tiền mặt,0.15,Completed
O02216,PH0495,W024,2025-10-05,COD,Tiền mặt,0.05,Completed
O02217,PH0495,W011,2025-07-17,COD,Tiền mặt,0.1,Completed
O02218,PH0495,W008,2025-11-27,Net60,Chuyển khoản,0.0,Pending
O02219,PH0496,W008,2023-11-16,Net30,Chuyển khoản,0.0,Pending
O02220,PH0496,W008,03-22-2024,Net30,,0.0,Pending
O02221,PH0496,W025,2024-11-11,Net30,Chuyển khoản,0.0,Completed
O02222,PH0496,W020,2025-09-16,COD,Tiền mặt,0.1,Completed
O02223,PH0496,W005,2024-04-15,Net60,Chuyển khoản,0.05,Completed
O02224,PH0496,W020,03-11-2025,COD,Tiền mặt,0.15,Completed
O02225,PH0496,W012,2024-10-22,COD,Tiền mặt,0.0,Completed
O02226,PH0496,W019,2024-08-03,Net30,Chuyển khoản,0.1,Completed
O02227,PH0496,W012,2024-05-07,COD,Tiền mặt,0.0,Completed
O02228,PH0496,W012,2025-03-19,Net30,Chuyển khoản,0.0,Completed
O02229,PH0497,W010,2025-05-21,COD,Tiền mặt,0.15,Completed
O02230,PH0497,W022,2024-04-27,COD,Tiền mặt,0.0,Completed
O02231,PH0497,W006,2025-08-01,Net30,Thẻ,0.05,Completed
O02232,PH0497,W010,2023-04-09,Net60,Chuyển khoản,0.05,Completed
O02233,PH0497,W007,2023-07-15,Net30,Chuyển khoản,0.0,Completed
O02234,PH0497,W011,2024-05-02,Net60,Chuyển khoản,0.0,Completed
O02235,PH0497,W011,2024-12-03,COD,,,Completed
O02236,PH0497,W001,2025-08-14,Net60,Thẻ,0.3,Completed
O02237,PH0497,W016,2025-10-28,Net30,Chuyển khoản,0.0,Pending
O02238,PH0497,W018,2023-06-16,Net60,Chuyển khoản,0.05,Completed
O02239,PH0497,W013,2024-08-15,Net60,Chuyển khoản,0.05,Completed
O02240,PH0497,W004,2025-02-12,COD,Tiền mặt,0.0,Pending
O02241,PH0497,W016,2024-08-26,COD,Tiền mặt,0.0,Completed
O02242,PH0498,W020,2025-12-30,COD,Tiền mặt,0.0,Completed
O02243,PH0498,W012,2025-01-16,COD,Tiền mặt,0.0,Completed
O02244,PH0499,W017,2025-02-09,COD,Tiền mặt,0.1,Completed
O02245,PH0499,W013,2022-11-04,COD,Tiền mặt,0.0,Pending
O02246,PH0499,W008,2022-08-20,,Chuyển khoản,0.05,Completed
O02247,PH0499,W012,2022-06-01,Net60,,,Completed
O02248,PH0499,W004,2024-09-26,Net30,Thẻ,0.0,Completed
O02249,PH0499,W017,20/08/2025,Net30,Chuyển khoản,0.0,Pending
O02250,PH0499,W008,2025-02-14,COD,Tiền mặt,0.0,Completed
O02251,PH0499,W022,2021-10-03,COD,Tiền mặt,0.0,Completed
O02252,PH0499,W025,14/03/2025,COD,Tiền mặt,0.1,Completed
O02253,PH0499,W021,2024-11-19,COD,Tiền mặt,0.0,Completed
O02254,PH0500,W017,12/09/2025,Net30,Chuyển khoản,0.0,Completed
O02255,PH0500,W019,2025-01-21,Net60,Thẻ,0.0,Completed
O02256,PH0500,W020,2024-07-07,Net60,Chuyển khoản,0.0,Completed
O02257,PH0500,W017,2025-10-05,COD,Tiền mặt,0.1,Completed
O02258,PH0501,W011,2025-09-12,COD,Tiền mặt,0.1,Completed
O02259,PH0501,W005,2024-12-07,COD,Tiền mặt,0.1,Completed
O02260,PH0501,W002,2025-09-30,Net60,Chuyển khoản,0.0,Completed
O02261,PH0501,W003,2025-05-26,COD,Tiền mặt,0.0,Completed
O02262,PH0501,W005,2025-12-30,COD,Tiền mặt,0.1,Completed
O02263,PH0502,W007,2025-06-08,COD,Tiền mặt,0.0,Completed
O02264,PH0502,W019,2025-04-26,Net60,Chuyển khoản,0.0,Completed
O02265,PH0502,W006,2025-04-10,Net30,Chuyển khoản,0.0,Cancelled
O02266,PH0504,W011,17/12/2024,Net30,Chuyển khoản,0.0,Completed
O02267,PH0504,W024,2022-11-16,COD,Tiền mặt,0.05,Completed
O02268,PH0504,W009,2022-06-23,Net30,Chuyển khoản,0.0,Pending
O02269,PH0505,W005,2025-10-25,,Tiền mặt,0.0,Completed
O02270,PH0506,W005,05/12/2022,Net30,Chuyển khoản,0.2,Completed
O02271,PH0506,W018,2021-10-25,COD,Tiền mặt,0.15,Completed
O02272,PH0506,W018,2023-01-24,COD,Tiền mặt,,
O02273,PH0506,W016,2021-07-08,COD,Tiền mặt,0.2,Completed
O02274,PH0506,W015,06-05-2023,COD,Tiền mặt,0.05,Returned
O02275,PH0506,W022,2025-09-04,Net30,Chuyển khoản,0.05,Completed
O02276,PH0507,W012,2024-02-02,COD,Tiền mặt,0.0,Completed
O02277,PH0507,W012,11-01-2023,Net60,Chuyển khoản,0.15,Completed
O02278,PH0508,W005,2024-07-06,COD,Tiền mặt,0.0,Completed
O02279,PH0509,W022,2024-01-26,COD,Tiền mặt,0.0,Pending
O02280,PH0509,W015,2024-06-11,COD,Tiền mặt,0.0,Returned
O02281,PH0509,W002,2025-08-04,Net30,Chuyển khoản,0.3,Completed
O02282,PH0509,W012,27/10/2024,Net30,Chuyển khoản,0.15,Completed
O02283,PH0510,W017,2025-11-20,Net30,Chuyển khoản,0.0,Completed
O02284,PH0510,W011,2025-11-02,,Chuyển khoản,0.0,Completed
O02285,PH0510,W004,30/06/2025,,Chuyển khoản,0.0,Completed
O02286,PH0510,W018,2024-05-17,COD,Tiền mặt,0.15,Completed
O02287,PH0510,W013,2025-10-23,Net30,Chuyển khoản,0.05,Completed
O02288,PH0511,W015,2025-08-18,COD,,0.1,Completed
O02289,PH0511,W011,26/03/2025,Net30,Chuyển khoản,0.0,Completed
O02290,PH0511,W011,2025-06-23,Net30,Thẻ,0.0,Completed
O02291,PH0511,W013,23/05/2025,COD,Tiền mặt,0.1,Completed
O02292,PH0511,W006,2025-02-04,Net30,Chuyển khoản,0.0,Completed
O02293,PH0511,W002,2025-03-17,COD,Tiền mặt,0.0,Pending
O02294,PH0513,W017,2023-04-16,Net30,Chuyển khoản,0.0,Completed
O02295,PH0513,W019,01-28-2023,Net30,Chuyển khoản,0.0,Cancelled
O02296,PH0513,W001,2022-12-20,Net30,Chuyển khoản,0.0,Completed
O02297,PH0513,W015,2023-04-03,COD,Tiền mặt,0.0,Completed
O02298,PH0513,W015,2022-08-03,Net30,Chuyển khoản,0.15,Completed
O02299,PH0513,W017,08-19-2023,Net30,Chuyển khoản,0.0,Completed
O02300,PH0514,W010,2023-03-06,Net30,Chuyển khoản,0.0,Cancelled
O02301,PH0515,W025,2024-11-17,COD,Tiền mặt,0.3,Completed
O02302,PH0515,W016,2024-11-18,COD,Tiền mặt,0.1,Completed
O02303,PH0515,W017,2025-01-30,COD,Tiền mặt,0.0,Pending
O02304,PH0515,W003,03-14-2025,COD,Tiền mặt,0.0,Completed
O02305,PH0515,W012,2025-08-24,Net30,Chuyển khoản,,Completed
O02306,PH0515,W023,2025-02-26,COD,Tiền mặt,0.05,Completed
O02307,PH0516,W002,2025-08-10,Net60,Thẻ,0.1,
O02308,PH0516,W009,2024-02-21,COD,Tiền mặt,0.15,Completed
O02309,PH0516,W021,12-27-2025,COD,Tiền mặt,0.15,Completed
O02310,PH0517,W015,06-14-2025,COD,Tiền mặt,0.05,Completed
O02311,PH0517,W014,2025-11-12,Net30,Chuyển khoản,0.0,Completed
O02312,PH0517,W025,20/08/2025,Net60,Chuyển khoản,0.0,Completed
O02313,PH0517,W009,2025-05-14,COD,Tiền mặt,0.0,Pending
O02314,PH0517,W012,06-27-2025,Net30,Chuyển khoản,0.0,Pending
O02315,PH0517,W004,2025-04-27,COD,Tiền mặt,0.15,Completed
O02316,PH0517,W005,2025-05-16,COD,Tiền mặt,0.1,Completed
O02317,PH0517,W006,06-27-2025,COD,Tiền mặt,0.05,Completed
O02318,PH0517,W002,2025-11-08,Net30,Chuyển khoản,0.05,Completed
O02319,PH0518,W025,2023-11-17,Net30,Chuyển khoản,0.0,Completed
O02320,PH0518,W001,02-28-2023,COD,Tiền mặt,0.0,Completed
O02321,PH0519,W007,2025-11-20,Net30,Chuyển khoản,0.0,Completed
O02322,PH0519,W022,2025-09-14,COD,Tiền mặt,0.05,Completed
O02323,PH0519,W010,2025-12-06,COD,Tiền mặt,0.0,Cancelled
O02324,PH0519,W018,2025-03-25,COD,Tiền mặt,0.2,Completed
O02325,PH0519,W009,2025-09-04,Net30,Thẻ,0.0,Completed
O02326,PH0519,W025,2025-11-21,COD,Tiền mặt,0.0,Completed
O02327,PH0520,W025,2025-09-16,COD,Tiền mặt,0.0,Cancelled
O02328,PH0520,W009,2024-09-04,Net30,Chuyển khoản,0.05,Completed
O02329,PH0520,W011,2024-11-16,COD,Tiền mặt,0.1,Completed
O02330,PH0520,W014,2022-12-01,COD,Tiền mặt,0.0,Completed
O02331,PH0520,W001,2025-08-22,Net30,Chuyển khoản,0.1,Completed
O02332,PH0520,W024,10/06/2023,Net60,Chuyển khoản,0.0,Completed
O02333,PH0520,W023,26/08/2023,COD,,0.0,Completed
O02334,PH0520,W005,20/06/2025,COD,Tiền mặt,0.05,Completed
O02335,PH0520,W009,2023-03-26,COD,Tiền mặt,0.1,Completed
O02336,PH0520,W013,2025-02-12,COD,Tiền mặt,0.1,Completed
O02337,PH0520,W023,2025-05-08,Net60,Chuyển khoản,0.05,Completed
O02338,PH0520,W015,2023-01-13,Net60,Chuyển khoản,0.2,Completed
O02339,PH0520,W022,2025-03-25,COD,Tiền mặt,0.2,Completed
O02340,PH0521,W013,2025-04-25,Net30,Chuyển khoản,0.0,Pending
O02341,PH0522,W014,2025-08-16,Net30,Chuyển khoản,0.05,Returned
O02342,PH0522,W001,2025-12-05,COD,,0.0,Completed
O02343,PH0522,W017,13/12/2025,COD,Tiền mặt,0.0,Completed
O02344,PH0522,W002,2025-01-27,Net30,Chuyển khoản,0.1,Completed
O02345,PH0522,W010,2025-05-20,Net30,Chuyển khoản,0.2,Completed
O02346,PH0523,W009,2022-09-02,Net30,Chuyển khoản,0.05,Completed
O02347,PH0523,W021,2023-03-22,COD,Tiền mặt,0.0,Cancelled
O02348,PH0523,W011,2022-10-16,Net30,Thẻ,0.0,
O02349,PH0523,W024,2022-09-02,COD,Tiền mặt,,Pending
O02350,PH0524,W006,11/02/2024,Net30,Chuyển khoản,0.05,Returned
O02351,PH0524,W010,2023-05-02,Net30,Chuyển khoản,0.0,Pending
O02352,PH0524,W012,2025-05-03,COD,Tiền mặt,0.0,Returned
O02353,PH0524,W002,2024-03-10,COD,Tiền mặt,0.15,Completed
O02354,PH0524,W011,2023-09-11,Net30,Thẻ,,Completed
O02355,PH0525,W017,2025-10-14,COD,Tiền mặt,0.0,Pending
O02356,PH0525,W019,2025-01-09,Net30,Thẻ,0.05,Completed
O02357,PH0525,W015,2024-09-20,Net30,Chuyển khoản,0.15,Completed
O02358,PH0525,W025,2021-07-10,Net30,Thẻ,0.1,Completed
O02359,PH0525,W017,2021-02-05,Net30,Thẻ,0.0,Completed
O02360,PH0525,W001,18/06/2021,COD,Tiền mặt,0.0,Completed
O02361,PH0525,W017,2023-01-14,COD,Tiền mặt,0.1,Completed
O02362,PH0525,W021,26/12/2024,COD,Tiền mặt,0.0,Pending
O02363,PH0526,W010,2024-03-19,COD,Tiền mặt,0.15,Completed
O02364,PH0526,W014,12-01-2025,COD,Tiền mặt,0.0,Completed
O02365,PH0527,W006,2025-12-15,Net30,Chuyển khoản,0.05,Completed
O02366,PH0528,W013,2022-09-06,Net30,Thẻ,0.05,Completed
O02367,PH0529,W018,2024-06-24,COD,Tiền mặt,0.2,Completed
O02368,PH0529,W017,2023-10-06,Net60,Chuyển khoản,0.2,Completed
O02369,PH0529,W007,2024-01-27,Net60,Thẻ,0.1,Completed
O02370,PH0529,W022,2025-06-22,Net30,Thẻ,0.0,Completed
O02371,PH0529,W008,2025-09-06,Net30,Chuyển khoản,0.0,Completed
O02372,PH0529,W013,2023-11-18,Net30,Chuyển khoản,0.05,Completed
O02373,PH0529,W006,2023-05-04,Net30,Chuyển khoản,0.1,Completed
O02374,PH0530,W007,2024-07-22,COD,Tiền mặt,0.1,Completed
O02375,PH0530,W025,2024-05-03,Net30,Chuyển khoản,0.0,Completed
O02376,PH0530,W010,2024-03-26,Net30,,0.0,Completed
O02377,PH0530,W009,2024-02-07,COD,Tiền mặt,0.1,
O02378,PH0530,W011,2024-03-01,COD,Tiền mặt,0.0,Completed
O02379,PH0530,W001,2025-05-26,COD,Tiền mặt,,Pending
O02380,PH0531,W002,2025-04-02,COD,Tiền mặt,,Cancelled
O02381,PH0531,W009,2024-11-26,Net30,Chuyển khoản,0.2,Completed
O02382,PH0531,W004,2025-02-27,COD,Tiền mặt,0.0,Pending
O02383,PH0531,W012,2025-12-26,COD,Tiền mặt,0.05,Completed
O02384,PH0531,W018,2025-12-30,Net30,Thẻ,0.05,Completed
O02385,PH0533,W004,2022-12-23,COD,Tiền mặt,0.15,Completed
O02386,PH0533,W013,06/12/2024,Net30,Chuyển khoản,0.1,Completed
O02387,PH0533,W020,2024-05-07,COD,Tiền mặt,0.1,
O02388,PH0533,W014,2025-04-22,COD,Tiền mặt,0.0,Completed
O02389,PH0533,W022,2022-06-17,COD,Tiền mặt,0.15,Completed
O02390,PH0534,W006,26/12/2024,Net30,Chuyển khoản,0.05,Completed
O02391,PH0534,W013,2024-06-17,COD,Tiền mặt,0.05,Completed
O02392,PH0535,W009,2025-10-06,COD,Tiền mặt,0.0,Completed
O02393,PH0535,W003,2024-10-20,Net30,Thẻ,0.1,Completed
O02394,PH0536,W021,2025-10-25,Net60,Chuyển khoản,,Completed
O02395,PH0536,W015,2025-04-27,Net30,,0.0,Completed
O02396,PH0536,W004,2025-05-25,Net60,Chuyển khoản,0.1,Completed
O02397,PH0536,W006,2025-10-24,COD,Tiền mặt,0.0,Completed
O02398,PH0536,W002,2025-07-01,Net30,Chuyển khoản,0.0,Completed
O02399,PH0536,W017,2025-11-25,COD,Tiền mặt,0.0,Pending
O02400,PH0536,W023,05-11-2025,Net30,Chuyển khoản,0.0,Completed
O02401,PH0536,W013,2025-04-06,Net30,Chuyển khoản,0.0,Pending
O02402,PH0536,W002,2025-12-24,COD,Tiền mặt,0.0,Completed
O02403,PH0536,W008,07-30-2025,COD,,0.0,Pending
O02404,PH0536,W017,2025-04-21,COD,,0.0,Completed
O02405,PH0536,W009,09-25-2025,COD,Tiền mặt,0.0,Cancelled
O02406,PH0536,W012,2025-09-06,COD,Tiền mặt,,Completed
O02407,PH0538,W023,2024-12-14,Net30,Chuyển khoản,0.0,Completed
O02408,PH0538,W015,05/07/2025,Net60,Thẻ,0.1,Completed
O02409,PH0538,W013,2023-06-15,Net30,Chuyển khoản,0.1,Completed
O02410,PH0538,W023,2025-09-14,COD,Tiền mặt,0.15,
O02411,PH0539,W014,2025-10-26,Net30,Chuyển khoản,0.0,Completed
O02412,PH0539,W015,24/08/2024,COD,Tiền mặt,0.1,Completed
O02413,PH0539,W004,2024-12-07,COD,Tiền mặt,0.15,Completed
O02414,PH0539,W005,07-11-2025,COD,Tiền mặt,0.0,Completed
O02415,PH0539,W008,2025-08-09,Net30,,0.15,Completed
O02416,PH0539,W017,2024-10-18,Net60,Chuyển khoản,0.05,Completed
O02417,PH0539,W015,2025-01-11,COD,Tiền mặt,0.0,Pending
O02418,PH0539,W016,2025-06-15,COD,Tiền mặt,0.15,Completed
O02419,PH0540,W019,2024-08-26,COD,Tiền mặt,0.3,
O02420,PH0541,W008,2024-12-14,COD,Tiền mặt,0.15,Completed
O02421,PH0542,W010,2024-02-02,Net30,Chuyển khoản,0.0,Cancelled
O02422,PH0542,W005,2022-01-08,Net30,Chuyển khoản,0.0,Pending
O02423,PH0542,W015,2025-10-04,COD,Tiền mặt,0.0,Completed
O02424,PH0542,W018,2025-05-24,COD,Tiền mặt,0.15,Completed
O02425,PH0542,W008,2025-02-03,Net60,Chuyển khoản,0.1,Completed
O02426,PH0542,W006,15/12/2023,COD,Tiền mặt,0.0,Completed
O02427,PH0542,W024,2024-12-18,COD,Tiền mặt,0.0,Completed
O02428,PH0543,W024,2024-02-11,Net30,Chuyển khoản,0.0,Completed
O02429,PH0543,W019,2023-12-23,Net30,Chuyển khoản,0.1,Completed
O02430,PH0543,W008,2024-08-18,COD,Tiền mặt,0.05,Completed
O02431,PH0544,W003,2025-04-24,,Tiền mặt,0.05,Completed
O02432,PH0544,W023,2025-04-30,Net30,Chuyển khoản,0.0,Completed
O02433,PH0544,W020,2025-03-29,COD,Tiền mặt,0.05,Completed
O02434,PH0545,W006,2024-12-30,Net30,Thẻ,0.05,
O02435,PH0545,W008,2023-07-02,Net30,Chuyển khoản,,Completed
O02436,PH0545,W025,2024-02-06,COD,Tiền mặt,0.15,Completed
O02437,PH0545,W015,2024-03-28,COD,Tiền mặt,0.05,
O02438,PH0546,W018,2022-02-25,Net60,Chuyển khoản,0.15,Completed
O02439,PH0546,W014,2024-08-03,Net60,Chuyển khoản,0.05,Completed
O02440,PH0547,W018,2021-07-04,COD,Tiền mặt,0.0,Completed
O02441,PH0547,W010,11-22-2024,COD,Tiền mặt,0.05,Completed
O02442,PH0547,W021,2024-04-10,,,0.3,Completed
O02443,PH0547,W008,01/12/2022,COD,Tiền mặt,0.0,Completed
O02444,PH0547,W004,2022-11-03,COD,Tiền mặt,0.0,Cancelled
O02445,PH0548,W001,26/02/2024,COD,Tiền mặt,0.0,Returned
O02446,PH0548,W006,2023-06-22,COD,Tiền mặt,0.0,Completed
O02447,PH0548,W002,2024-05-28,COD,Tiền mặt,0.0,Pending
O02448,PH0549,W001,06/09/2023,Net60,Chuyển khoản,0.1,Returned
O02449,PH0549,W018,2025-06-19,COD,Tiền mặt,0.0,Completed
O02450,PH0550,W007,2025-11-15,COD,Tiền mặt,0.1,Completed
O02451,PH0551,W007,2025-09-01,Net30,Chuyển khoản,0.0,Completed
O02452,PH0552,W016,2023-08-23,COD,Tiền mặt,0.05,Completed
O02453,PH0552,W005,2025-06-10,Net60,Chuyển khoản,0.05,Completed
O02454,PH0552,W019,2025-01-06,COD,Tiền mặt,0.0,Cancelled
O02455,PH0552,W008,2024-02-19,COD,Tiền mặt,0.05,Completed
O02456,PH0552,W014,2023-08-27,Net30,Chuyển khoản,0.0,Completed
O02457,PH0552,W023,2024-01-13,COD,,0.0,Completed
O02458,PH0552,W007,2024-09-11,Net30,Chuyển khoản,0.05,Completed
O02459,PH0552,W001,2025-05-23,Net60,Chuyển khoản,0.0,Completed
O02460,PH0552,W003,2024-07-01,COD,Tiền mặt,0.0,Completed
O02461,PH0553,W018,2023-10-16,Net30,Chuyển khoản,0.1,Completed
O02462,PH0553,W007,2025-11-11,Net30,Chuyển khoản,0.0,Completed
O02463,PH0553,W004,2023-05-04,COD,Tiền mặt,0.0,Cancelled
O02464,PH0553,W019,15/07/2022,COD,Tiền mặt,0.05,Completed
O02465,PH0553,W021,2023-08-11,Net30,Chuyển khoản,0.15,Completed
O02466,PH0553,W014,12-07-2022,COD,Tiền mặt,0.0,Pending
O02467,PH0553,W007,03/11/2021,COD,Tiền mặt,0.0,Returned
O02468,PH0553,W021,2021-12-14,COD,Tiền mặt,0.0,Completed
O02469,PH0554,W011,2025-05-19,Net30,Thẻ,0.2,Completed
O02470,PH0554,W010,02-21-2025,COD,Tiền mặt,0.0,Completed
O02471,PH0554,W020,2024-07-23,Net30,Chuyển khoản,0.05,Completed
O02472,PH0554,W017,01-15-2024,COD,Tiền mặt,0.05,Completed
O02473,PH0554,W021,2025-07-04,,Tiền mặt,0.0,Completed
O02474,PH0554,W022,2024-01-16,COD,Tiền mặt,0.1,Completed
O02475,PH0554,W005,2024-11-02,Net30,Chuyển khoản,0.0,Returned
O02476,PH0555,W009,2025-07-09,Net30,Chuyển khoản,0.1,Completed
O02477,PH0555,W011,2025-10-04,Net60,Chuyển khoản,0.0,Completed
O02478,PH0556,W022,12-09-2023,Net30,Thẻ,0.0,Cancelled
O02479,PH0556,W002,2025-12-25,COD,,0.0,Completed
O02480,PH0556,W004,2025-03-05,COD,Tiền mặt,0.0,
O02481,PH0556,W008,11-01-2023,Net30,Thẻ,0.1,Completed
O02482,PH0557,W015,2022-11-25,COD,Tiền mặt,0.0,Pending
O02483,PH0557,W005,2020-08-20,Net30,Chuyển khoản,0.0,Completed
O02484,PH0557,W010,23/06/2024,COD,Tiền mặt,0.05,Completed
O02485,PH0558,W009,2023-07-23,COD,Tiền mặt,0.0,Completed
O02486,PH0558,W017,2025-02-26,Net30,Chuyển khoản,0.0,Completed
O02487,PH0558,W023,2024-03-19,COD,Tiền mặt,0.1,Completed
O02488,PH0558,W013,2024-05-17,,Chuyển khoản,0.0,Cancelled
O02489,PH0558,W015,2022-01-07,COD,Tiền mặt,0.0,Completed
O02490,PH0558,W002,2024-09-30,Net30,Thẻ,0.05,Completed
O02491,PH0558,W013,2025-12-27,COD,Tiền mặt,,Completed
O02492,PH0558,W016,2023-11-12,COD,Tiền mặt,0.05,Completed
O02493,PH0558,W007,2021-06-08,COD,Tiền mặt,0.1,Completed
O02494,PH0559,W019,2024-11-24,COD,,0.1,Returned
O02495,PH0559,W013,2025-07-12,COD,Tiền mặt,0.15,Completed
O02496,PH0560,W004,2024-02-16,Net30,Chuyển khoản,0.0,Completed
O02497,PH0560,W001,06/07/2025,COD,Tiền mặt,0.0,Completed
O02498,PH0560,W009,2024-12-09,Net60,Chuyển khoản,0.15,Completed
O02499,PH0560,W010,2023-11-27,Net30,Chuyển khoản,0.1,Completed
O02500,PH0561,W012,2025-04-08,COD,,0.15,Completed
O02501,PH0561,W017,2025-10-10,,Chuyển khoản,0.0,Completed
O02502,PH0561,W023,09/10/2025,Net30,Chuyển khoản,0.0,Completed
O02503,PH0561,W002,2025-02-06,Net30,Thẻ,,Completed
O02504,PH0562,W023,2024-08-23,Net60,Chuyển khoản,0.0,Pending
O02505,PH0562,W014,2025-09-22,COD,Tiền mặt,0.1,Completed
O02506,PH0562,W025,05/08/2025,COD,Tiền mặt,0.1,Completed
O02507,PH0562,W010,2023-02-13,,Thẻ,0.05,Completed
O02508,PH0562,W006,07/03/2024,COD,Tiền mặt,0.1,Completed
O02509,PH0563,W010,2024-07-14,COD,Tiền mặt,0.05,Completed
O02510,PH0563,W010,2025-12-02,,Chuyển khoản,0.0,Completed
O02511,PH0563,W024,2023-01-16,COD,Tiền mặt,0.0,Pending
O02512,PH0565,W006,07-28-2021,Net60,Thẻ,0.0,Completed
